Generation,PID,Epoch,Training Loss,Validation Loss,Best Loss(Generation), Accuracy,StopCount,Runtime
5,9,5,0.32496014,0.32491223,0.32491223,0.1135,   2/  3,3.95961618
5,9,6,0.32495408,0.3249219,0.32491223,0.1135,   3/  3,3.96325636
6,0,0,0.30434623,0.24098676,0.24098676,0.3131,   0/  3,4.04628229
6,0,1,0.23691219,0.2302715,0.2302715,0.3695,   0/  3,4.06875706
6,0,2,0.22543095,0.19963268,0.19963268,0.5297,   0/  3,4.06342649
6,0,3,0.18970289,0.18167463,0.18167463,0.5857,   0/  3,4.06230569
6,0,4,0.18312493,0.17780782,0.17780782,0.6062,   0/  3,4.05474806
6,0,5,0.17942372,0.17637007,0.17637007,0.6177,   0/  3,4.05999517
6,0,6,0.17599999,0.17573315,0.17573315,0.6387,   0/  3,4.05562711
6,0,7,0.17240305,0.17108055,0.17108055,0.655,   0/  3,4.06254554
6,0,8,0.16995558,0.16728828,0.16728828,0.6598,   0/  3,4.06851029
6,0,9,0.16781291,0.16546633,0.16546633,0.6636,   0/  3,4.13662195
6,0,10,0.16853835,0.16959744,0.16546633,0.6522,   1/  3,4.22583103
6,0,11,0.16618513,0.16444707,0.16444707,0.667,   1/  3,4.25620556
6,0,12,0.16526667,0.16443992,0.16443992,0.6659,   1/  3,4.35072613
6,0,13,0.16470496,0.16508524,0.16443992,0.6694,   2/  3,4.60009265
6,0,14,0.164784,0.16366211,0.16366211,0.6764,   2/  3,4.64679503
6,0,15,0.16404753,0.1669465,0.16366211,0.6634,   3/  3,4.6450808
6,1,0,0.1858329,0.13808912,0.13808912,0.6766,   0/  3,3.98958635
6,1,1,0.12592729,0.12117741,0.12117741,0.7376,   0/  3,4.01418114
6,1,2,0.11906331,0.11641701,0.11641701,0.752,   0/  3,4.02845621
6,1,3,0.11653684,0.11466048,0.11466048,0.7479,   0/  3,4.02716422
6,1,4,0.11463719,0.11431992,0.11431992,0.7572,   0/  3,4.02948189
6,1,5,0.11335497,0.11349886,0.11349886,0.7573,   0/  3,4.02948666
6,1,6,0.11244565,0.11136098,0.11136098,0.7582,   0/  3,4.02814031
6,1,7,0.11141232,0.11293911,0.11136098,0.7616,   1/  3,4.02587128
6,1,8,0.11042386,0.11273821,0.11136098,0.7631,   2/  3,4.03893089
6,1,9,0.10995976,0.11007557,0.11007557,0.7896,   2/  3,4.08665848
6,1,10,0.10721111,0.10562432,0.10562432,0.801,   2/  3,4.14504266
6,1,11,0.10475336,0.10556503,0.10556503,0.7961,   2/  3,4.17514706
6,1,12,0.09718157,0.09704029,0.09704029,0.8311,   2/  3,4.25415492
6,1,13,0.0918312,0.09213331,0.09213331,0.8322,   2/  3,4.41737175
6,1,14,0.08985365,0.09502013,0.09213331,0.8243,   3/  3,4.45328736
6,2,0,0.31060848,0.2515156,0.2515156,0.3105,   0/  3,3.89882207
6,2,1,0.23792421,0.23342522,0.23342522,0.3187,   0/  3,3.92484856
6,2,2,0.23026999,0.22850428,0.22850428,0.3646,   0/  3,3.93172908
6,2,3,0.22866699,0.2314027,0.22850428,0.3698,   1/  3,3.93475151
6,2,4,0.2276932,0.22844666,0.22844666,0.3807,   1/  3,3.92715859
6,2,5,0.2270774,0.22794994,0.22794994,0.3704,   1/  3,3.92880464
6,2,6,0.22352599,0.22282378,0.22282378,0.3767,   1/  3,3.92787123
6,2,7,0.22161046,0.22248922,0.22248922,0.3846,   1/  3,3.9332087
6,2,8,0.22059421,0.220337,0.220337,0.4075,   1/  3,3.93031406
6,2,9,0.21926387,0.22243149,0.220337,0.403,   2/  3,3.96547627
6,2,10,0.21871644,0.22046072,0.220337,0.4042,   3/  3,4.01970959
6,3,0,0.23961781,0.18616386,0.18616386,0.5514,   0/  3,3.98885465
6,3,1,0.17086519,0.16140598,0.16140598,0.683,   0/  3,4.02492189
6,3,2,0.1515383,0.15169839,0.15169839,0.6877,   0/  3,4.02434611
6,3,3,0.14342091,0.13940722,0.13940722,0.7198,   0/  3,4.03125119
6,3,4,0.13570821,0.13729022,0.13729022,0.7317,   0/  3,4.02677083
6,3,5,0.12909149,0.13440893,0.13440893,0.7287,   0/  3,4.01771975
6,3,6,0.1241083,0.12662848,0.12662848,0.7533,   0/  3,4.02465057
6,3,7,0.11939136,0.11989626,0.11989626,0.7922,   0/  3,4.02379298
6,3,8,0.11301812,0.11149531,0.11149531,0.7987,   0/  3,4.01970243
6,3,9,0.10887553,0.11081831,0.11081831,0.8016,   0/  3,4.06318283
6,3,10,0.1066364,0.11124542,0.11081831,0.8054,   1/  3,4.08854485
6,3,11,0.10526553,0.10558735,0.10558735,0.8099,   1/  3,4.12040401
6,3,12,0.10417347,0.10622557,0.10558735,0.8138,   2/  3,4.19134307
6,3,13,0.10284447,0.10478259,0.10478259,0.8128,   2/  3,4.27419782
6,3,14,0.10246108,0.10609478,0.10478259,0.8138,   3/  3,4.30527687
6,4,0,0.25932156,0.18037851,0.18037851,0.5723,   0/  3,3.99628091
6,4,1,0.16697834,0.15404854,0.15404854,0.6413,   0/  3,4.00694799
6,4,2,0.14986649,0.14704345,0.14704345,0.6602,   0/  3,4.00784898
6,4,3,0.14336839,0.13363647,0.13363647,0.716,   0/  3,4.01427841
6,4,4,0.12367146,0.11942924,0.11942924,0.79,   0/  3,4.01095033
6,4,5,0.11101466,0.10854243,0.10854243,0.8144,   0/  3,4.01230025
6,4,6,0.10638752,0.11263045,0.10854243,0.8068,   1/  3,4.00810194
6,4,7,0.10362897,0.10023197,0.10023197,0.8267,   1/  3,4.01275277
6,4,8,0.10011205,0.10941545,0.10023197,0.8132,   2/  3,4.02473974
6,4,9,0.09958709,0.0996249,0.0996249,0.8308,   2/  3,4.07137728
6,4,10,0.0980239,0.09765822,0.09765822,0.8357,   2/  3,4.09698892
6,4,11,0.09495303,0.09320177,0.09320177,0.8443,   2/  3,4.12879968
6,4,12,0.09320308,0.0962566,0.09320177,0.8362,   3/  3,4.20415092
6,5,0,0.31454866,0.26999759,0.26999759,0.2637,   0/  3,4.07858467
6,5,1,0.26497803,0.26156144,0.26156144,0.3215,   0/  3,4.10537457
6,5,2,0.26016406,0.26006441,0.26006441,0.3352,   0/  3,4.11073756
6,5,3,0.25882186,0.25948014,0.25948014,0.3274,   0/  3,4.11273909
6,5,4,0.25692073,0.2556195,0.2556195,0.3253,   0/  3,4.10838842
6,5,5,0.25597174,0.26337122,0.2556195,0.3083,   1/  3,4.11229038
6,5,6,0.25398895,0.25486124,0.25486124,0.3405,   1/  3,4.11041665
6,5,7,0.25429772,0.25292763,0.25292763,0.3353,   1/  3,4.10853958
6,5,8,0.25293515,0.25484108,0.25292763,0.3228,   2/  3,4.11133289
6,5,9,0.25333424,0.25534107,0.25292763,0.3302,   3/  3,4.19508052
6,6,0,0.21974608,0.17001122,0.17001122,0.6422,   0/  3,3.99668646
6,6,1,0.15393951,0.13523918,0.13523918,0.7686,   0/  3,4.02830672
6,6,2,0.12543126,0.1191951,0.1191951,0.7943,   0/  3,4.02062464
6,6,3,0.11550375,0.10743885,0.10743885,0.81,   0/  3,4.03205967
6,6,4,0.10928344,0.10411918,0.10411918,0.812,   0/  3,4.0175705
6,6,5,0.10571156,0.10313756,0.10313756,0.8173,   0/  3,4.00930119
6,6,6,0.10200169,0.10218555,0.10218555,0.8218,   0/  3,4.01971292
6,6,7,0.09794519,0.09394599,0.09394599,0.8305,   0/  3,4.01387286
6,6,8,0.09421004,0.09422746,0.09394599,0.835,   1/  3,4.02374792
6,6,9,0.09103459,0.08825544,0.08825544,0.8493,   1/  3,4.06508327
6,6,10,0.08873161,0.09130813,0.08825544,0.8377,   2/  3,4.09300804
6,6,11,0.08779622,0.08638443,0.08638443,0.8462,   2/  3,4.10668302
6,6,12,0.08649225,0.08592636,0.08592636,0.8505,   2/  3,4.18583679
6,6,13,0.08555541,0.08492232,0.08492232,0.8534,   2/  3,4.27806211
6,6,14,0.08359202,0.08548064,0.08492232,0.8508,   3/  3,4.27235794
6,7,0,0.26748559,0.19763824,0.19763824,0.574,   0/  3,4.02063537
6,7,1,0.18210876,0.17366998,0.17366998,0.5807,   0/  3,4.04568434
6,7,2,0.1705378,0.16532779,0.16532779,0.6261,   0/  3,4.04959011
6,7,3,0.16387694,0.15761369,0.15761369,0.6708,   0/  3,4.05096984
6,7,4,0.15410629,0.15015434,0.15015434,0.6864,   0/  3,4.04649782
6,7,5,0.14656069,0.14791408,0.14791408,0.6993,   0/  3,4.05249357
6,7,6,0.14235705,0.13845586,0.13845586,0.7364,   0/  3,4.05492282
6,7,7,0.14084245,0.14019841,0.13845586,0.7264,   1/  3,4.05751061
6,7,8,0.13874259,0.14046106,0.13845586,0.7359,   2/  3,4.07586503
6,7,9,0.13658804,0.13626184,0.13626184,0.7469,   2/  3,4.13572073
6,7,10,0.13468223,0.13765749,0.13626184,0.7456,   3/  3,4.2238667
6,8,0,0.22089116,0.18513481,0.18513481,0.4999,   0/  3,4.00774431
6,8,1,0.15970618,0.12522982,0.12522982,0.7395,   0/  3,4.02563906
6,8,2,0.12012444,0.11323555,0.11323555,0.7666,   0/  3,4.02675438
6,8,3,0.11241659,0.10565537,0.10565537,0.8145,   0/  3,4.02456355
6,8,4,0.10787157,0.10253712,0.10253712,0.8225,   0/  3,4.01903653
6,8,5,0.10514488,0.10108053,0.10108053,0.8246,   0/  3,4.01943946
6,8,6,0.09941734,0.08774273,0.08774273,0.8545,   0/  3,4.01294136
6,8,7,0.08889457,0.08406456,0.08406456,0.8598,   0/  3,4.01874542
6,8,8,0.08529376,0.0828942,0.0828942,0.8656,   0/  3,4.0418632
6,8,9,0.0840628,0.08322497,0.0828942,0.864,   1/  3,4.08772779
6,8,10,0.08328308,0.07990188,0.07990188,0.8726,   1/  3,4.14550376
6,8,11,0.08265439,0.08212648,0.07990188,0.8652,   2/  3,4.16970253
6,8,12,0.08218903,0.08107733,0.07990188,0.8696,   3/  3,4.25204229
6,9,0,0.33031997,0.25796252,0.25796252,0.319,   0/  3,3.74485373
6,9,1,0.24349049,0.23799913,0.23799913,0.4054,   0/  3,3.76021934
6,9,2,0.23622856,0.23199734,0.23199734,0.3979,   0/  3,3.75376487
6,9,3,0.23097426,0.22865036,0.22865036,0.4293,   0/  3,3.76041913
6,9,4,0.22950354,0.2290662,0.22865036,0.4397,   1/  3,3.75556755
6,9,5,0.22822029,0.22816661,0.22816661,0.4405,   1/  3,3.7635541
6,9,6,0.22720942,0.22755633,0.22755633,0.4563,   1/  3,3.75371265
6,9,7,0.22750055,0.22743746,0.22743746,0.4253,   1/  3,3.76009297
6,9,8,0.22643272,0.22594316,0.22594316,0.4497,   1/  3,3.76245809
6,9,9,0.22603433,0.22689152,0.22594316,0.4474,   2/  3,3.76701379
6,9,10,0.22536457,0.23142171,0.22594316,0.4294,   3/  3,3.77568555
7,0,0,0.15801861,0.13223208,0.13223208,0.7637,   0/  3,3.99265003
7,0,1,0.12131957,0.11652624,0.11652624,0.7936,   0/  3,4.0295198
7,0,2,0.11706716,0.1141891,0.1141891,0.7964,   0/  3,4.02608347
7,0,3,0.11311912,0.10980656,0.10980656,0.8089,   0/  3,4.0276978
7,0,4,0.11046889,0.10686944,0.10686944,0.8076,   0/  3,4.02744865
7,0,5,0.10872098,0.10933101,0.10686944,0.8135,   1/  3,4.02434087
7,0,6,0.10755165,0.10677391,0.10677391,0.8145,   1/  3,4.02579165
7,0,7,0.10596203,0.10817192,0.10677391,0.8071,   2/  3,4.03083754
7,0,8,0.10564966,0.10640381,0.10640381,0.8104,   2/  3,4.0514164
7,0,9,0.10470904,0.10686953,0.10640381,0.8079,   3/  3,4.1199429
7,1,0,0.3465971,0.32500291,0.32500291,0.1135,   0/  3,3.78602624
7,1,1,0.32500097,0.32493765,0.32493765,0.1135,   0/  3,3.79144645
7,1,2,0.32500385,0.32496263,0.32493765,0.1135,   1/  3,3.79030466
7,1,3,0.32500165,0.32496714,0.32493765,0.1135,   2/  3,3.79646921
7,1,4,0.32499971,0.32498846,0.32493765,0.1135,   3/  3,3.80008578
7,2,0,0.35678195,0.23767751,0.23767751,0.3293,   0/  3,4.04848695
7,2,1,0.22813526,0.22427757,0.22427757,0.4153,   0/  3,4.05928326
7,2,2,0.21829985,0.21813044,0.21813044,0.4347,   0/  3,4.0659585
7,2,3,0.21302727,0.21318544,0.21318544,0.4672,   0/  3,4.06458616
7,2,4,0.21037325,0.21553613,0.21318544,0.4605,   1/  3,4.06838465
7,2,5,0.20831641,0.21591655,0.21318544,0.4547,   2/  3,4.06513906
7,2,6,0.20838364,0.21110381,0.21110381,0.4693,   2/  3,4.06523991
7,2,7,0.20675752,0.20979719,0.20979719,0.4838,   2/  3,4.06885815
7,2,8,0.20528862,0.21108763,0.20979719,0.4854,   3/  3,4.09160066
7,3,0,0.32161665,0.25540246,0.25540246,0.3366,   0/  3,3.99746442
7,3,1,0.23254126,0.20918233,0.20918233,0.5507,   0/  3,4.0605526
7,3,2,0.20019159,0.1878803,0.1878803,0.5878,   0/  3,4.07204127
7,3,3,0.17771048,0.17314198,0.17314198,0.647,   0/  3,4.06702352
7,3,4,0.16887267,0.1672331,0.1672331,0.6662,   0/  3,4.0595603
7,3,5,0.16290453,0.16387465,0.16387465,0.6692,   0/  3,4.06252599
7,3,6,0.15845234,0.16205713,0.16205713,0.6531,   0/  3,4.0635941
7,3,7,0.15330261,0.15049698,0.15049698,0.6964,   0/  3,4.06104159
7,3,8,0.14827629,0.14897005,0.14897005,0.6913,   0/  3,4.08750486
7,3,9,0.14512014,0.14908155,0.14897005,0.6831,   1/  3,4.16222239
7,3,10,0.14252458,0.14420174,0.14420174,0.6923,   1/  3,4.22586155
7,3,11,0.14055269,0.14419162,0.14419162,0.703,   1/  3,4.27727365
7,3,12,0.13868407,0.14186895,0.14186895,0.7062,   1/  3,4.40872645
7,3,13,0.137649,0.14130416,0.14130416,0.7077,   1/  3,4.62282825
7,3,14,0.1366611,0.13822699,0.13822699,0.7187,   1/  3,4.63639474
7,3,15,0.13582624,0.14220269,0.13822699,0.7013,   2/  3,4.63378334
7,3,16,0.13508085,0.14296036,0.13822699,0.7102,   3/  3,4.63955569
7,4,0,0.2295569,0.18351563,0.18351563,0.6239,   0/  3,4.00797939
7,4,1,0.17245306,0.16981578,0.16981578,0.696,   0/  3,4.03086019
7,4,2,0.15806494,0.15422861,0.15422861,0.7189,   0/  3,4.04459476
7,4,3,0.15325349,0.14979494,0.14979494,0.7234,   0/  3,4.04395819
7,4,4,0.14839655,0.14578479,0.14578479,0.7282,   0/  3,4.04291677
7,4,5,0.14556037,0.14470139,0.14470139,0.7283,   0/  3,4.04830813
7,4,6,0.14429279,0.14657973,0.14470139,0.7348,   1/  3,4.04171181
7,4,7,0.14326575,0.14381779,0.14381779,0.7345,   1/  3,4.05291224
7,4,8,0.14213131,0.1447606,0.14381779,0.7302,   2/  3,4.09138465
7,4,9,0.1417152,0.14561285,0.14381779,0.7292,   3/  3,4.15766764
7,5,0,0.33063275,0.27575097,0.27575097,0.2456,   0/  3,3.7736845
7,5,1,0.26756237,0.26125086,0.26125086,0.3256,   0/  3,3.78736162
7,5,2,0.26250901,0.26019716,0.26019716,0.3106,   0/  3,3.77966714
7,5,3,0.26110687,0.25925901,0.25925901,0.3235,   0/  3,3.80036545
7,5,4,0.26037178,0.25770808,0.25770808,0.3291,   0/  3,3.78824329
7,5,5,0.26001216,0.26359623,0.25770808,0.3304,   1/  3,3.7850039
7,5,6,0.25954583,0.25934643,0.25770808,0.3203,   2/  3,3.78943849
7,5,7,0.25915525,0.25927705,0.25770808,0.3258,   3/  3,3.7878952
7,6,0,0.31139876,0.23177069,0.23177069,0.3731,   0/  3,4.0325582
7,6,1,0.22487893,0.2143222,0.2143222,0.4132,   0/  3,4.04886723
7,6,2,0.212867,0.21081566,0.21081566,0.4192,   0/  3,4.03808117
7,6,3,0.21111361,0.20999183,0.20999183,0.4481,   0/  3,4.03988338
7,6,4,0.20914252,0.20551891,0.20551891,0.5044,   0/  3,4.04289746
7,6,5,0.20130431,0.21943342,0.20551891,0.4771,   1/  3,4.04611731
7,6,6,0.19785839,0.19206687,0.19206687,0.5308,   1/  3,4.04703045
7,6,7,0.19374275,0.19622648,0.19206687,0.5117,   2/  3,4.04700446
7,6,8,0.1919752,0.18675427,0.18675427,0.5345,   2/  3,4.05176616
7,6,9,0.18811689,0.18305302,0.18305302,0.5409,   2/  3,4.09979916
7,6,10,0.18778292,0.1888077,0.18305302,0.5262,   3/  3,4.17891479
7,7,0,0.23153834,0.1777602,0.1777602,0.6552,   0/  3,3.96589041
7,7,1,0.16527328,0.15648841,0.15648841,0.7302,   0/  3,3.99999094
7,7,2,0.14932991,0.13404981,0.13404981,0.7723,   0/  3,4.00567079
7,7,3,0.13437138,0.12702379,0.12702379,0.7727,   0/  3,4.00972414
7,7,4,0.12716873,0.12644207,0.12644207,0.7674,   0/  3,4.00566316
7,7,5,0.12423977,0.11956274,0.11956274,0.78,   0/  3,4.01195741
7,7,6,0.12233461,0.12080029,0.11956274,0.7742,   1/  3,3.99792528
7,7,7,0.12077653,0.11911067,0.11911067,0.7868,   1/  3,4.00923824
7,7,8,0.11893225,0.11894318,0.11894318,0.7845,   1/  3,4.05237627
7,7,9,0.11788137,0.11390285,0.11390285,0.7942,   1/  3,4.09899879
7,7,10,0.11689535,0.11951791,0.11390285,0.7815,   2/  3,4.13499045
7,7,11,0.11539392,0.11387475,0.11387475,0.7903,   2/  3,4.19000459
7,7,12,0.11521385,0.1178493,0.11387475,0.7843,   3/  3,4.2746675
7,8,0,0.37193982,0.32498051,0.32498051,0.1135,   0/  3,3.77846265
7,8,1,0.32495685,0.32497368,0.32497368,0.1135,   0/  3,3.79036975
7,8,2,0.32495309,0.32491587,0.32491587,0.1135,   0/  3,3.8033855
7,8,3,0.32495944,0.3249197,0.32491587,0.1135,   1/  3,3.79688072
7,8,4,0.32495362,0.32491256,0.32491256,0.1135,   1/  3,3.79011011
7,8,5,0.32494734,0.32496019,0.32491256,0.1135,   2/  3,3.79824281
7,8,6,0.32495832,0.32492867,0.32491256,0.1135,   3/  3,3.7997067
7,9,0,0.29157023,0.24252678,0.24252678,0.3541,   0/  3,4.04741144
7,9,1,0.24186473,0.23582773,0.23582773,0.3742,   0/  3,4.07646155
7,9,2,0.23679523,0.22622547,0.22622547,0.3556,   0/  3,4.07934308
7,9,3,0.21978974,0.22962136,0.22622547,0.3595,   1/  3,4.06663275
7,9,4,0.2080446,0.18688537,0.18688537,0.5267,   1/  3,4.05922222
7,9,5,0.18268355,0.17708327,0.17708327,0.554,   1/  3,4.0586834
7,9,6,0.17841481,0.17362041,0.17362041,0.5796,   1/  3,4.05828452
7,9,7,0.17431654,0.16915759,0.16915759,0.6011,   1/  3,4.0489645
7,9,8,0.1720184,0.16730665,0.16730665,0.6112,   1/  3,4.07765937
7,9,9,0.17032694,0.16394909,0.16394909,0.6283,   1/  3,4.13067746
7,9,10,0.16718114,0.16087958,0.16087958,0.6498,   1/  3,4.21831632
7,9,11,0.16500324,0.159201,0.159201,0.657,   1/  3,4.25424385
7,9,12,0.16433179,0.16152071,0.159201,0.6452,   2/  3,4.35602117
7,9,13,0.1627899,0.16172841,0.159201,0.6484,   3/  3,4.55723381
8,0,0,0.32089949,0.26056926,0.26056926,0.3053,   0/  3,4.04724121
8,0,1,0.24184121,0.23212341,0.23212341,0.366,   0/  3,4.08883595
8,0,2,0.23009213,0.22469995,0.22469995,0.3799,   0/  3,4.09836864
8,0,3,0.22380397,0.22341978,0.22341978,0.3786,   0/  3,4.08529878
8,0,4,0.22020026,0.21929743,0.21929743,0.3938,   0/  3,4.08440113
8,0,5,0.21865346,0.21718057,0.21718057,0.3895,   0/  3,4.08979011
8,0,6,0.21749008,0.21816064,0.21718057,0.3938,   1/  3,4.09621119
8,0,7,0.21699043,0.21701638,0.21701638,0.4022,   1/  3,4.10411072
8,0,8,0.21677761,0.21777846,0.21701638,0.3954,   2/  3,4.13577628
8,0,9,0.21701204,0.21828018,0.21701638,0.4005,   3/  3,4.22958136
8,1,0,0.28613413,0.19491324,0.19491324,0.4871,   0/  3,4.01121664
8,1,1,0.17597206,0.15668664,0.15668664,0.6784,   0/  3,4.04851055
8,1,2,0.14947004,0.14530224,0.14530224,0.7034,   0/  3,4.04512763
8,1,3,0.13767196,0.13573692,0.13573692,0.7679,   0/  3,4.03538251
8,1,4,0.12559186,0.12532315,0.12532315,0.8033,   0/  3,4.04188108
8,1,5,0.1167377,0.11971945,0.11971945,0.8131,   0/  3,4.04054141
8,1,6,0.1132708,0.11969882,0.11969882,0.8063,   0/  3,4.04142642
8,1,7,0.11182456,0.11713769,0.11713769,0.8276,   0/  3,4.0420208
8,1,8,0.11013766,0.11610735,0.11610735,0.8286,   0/  3,4.06307554
8,1,9,0.10951805,0.11381817,0.11381817,0.8225,   0/  3,4.10968876
8,1,10,0.10816648,0.11444696,0.11381817,0.8297,   1/  3,4.15915036
8,1,11,0.10739303,0.11879537,0.11381817,0.8271,   2/  3,4.18718529
8,1,12,0.10718991,0.11296868,0.11296868,0.8333,   2/  3,4.26172805
8,1,13,0.10547697,0.11376921,0.11296868,0.8304,   3/  3,4.40751147
8,2,0,0.21462858,0.16723751,0.16723751,0.6737,   0/  3,3.93617129
8,2,1,0.14558462,0.12624786,0.12624786,0.7801,   0/  3,3.9774332
8,2,2,0.11075991,0.10364096,0.10364096,0.8475,   0/  3,3.98806953
8,2,3,0.09532428,0.09332581,0.09332581,0.862,   0/  3,3.98648024
8,2,4,0.0876277,0.08931025,0.08931025,0.8656,   0/  3,3.99037552
8,2,5,0.08440076,0.08334144,0.08334144,0.8777,   0/  3,4.00378656
8,2,6,0.0819839,0.08517928,0.08334144,0.8718,   1/  3,4.00260067
8,2,7,0.0796433,0.08134761,0.08134761,0.8774,   1/  3,3.99517775
8,2,8,0.07704559,0.08211847,0.08134761,0.8763,   2/  3,4.01128054
8,2,9,0.07449315,0.07819069,0.07819069,0.8788,   2/  3,4.04016662
8,2,10,0.0714749,0.07351695,0.07351695,0.885,   2/  3,4.0605135
8,2,11,0.06936128,0.07463828,0.07351695,0.8793,   3/  3,4.08065081
8,3,0,0.24257295,0.17255617,0.17255617,0.6216,   0/  3,4.00359154
8,3,1,0.15830508,0.15137872,0.15137872,0.6941,   0/  3,4.0426743
8,3,2,0.14556755,0.1397424,0.1397424,0.7121,   0/  3,4.04531384
8,3,3,0.13312627,0.12933213,0.12933213,0.7602,   0/  3,4.04318786
8,3,4,0.1239732,0.12108247,0.12108247,0.7717,   0/  3,4.04522562
8,3,5,0.11951367,0.11789345,0.11789345,0.7715,   0/  3,4.03671741
8,3,6,0.11689093,0.11607344,0.11607344,0.7812,   0/  3,4.03993058
8,3,7,0.11496696,0.11735824,0.11607344,0.7774,   1/  3,4.0474
8,3,8,0.11413133,0.11614662,0.11607344,0.7753,   2/  3,4.06665683
8,3,9,0.11219564,0.11515409,0.11515409,0.7798,   2/  3,4.12072802
8,3,10,0.11113128,0.11555684,0.11515409,0.776,   3/  3,4.18421721
8,4,0,0.24515806,0.19764781,0.19764781,0.5066,   0/  3,4.02153563
8,4,1,0.18249941,0.16607494,0.16607494,0.6837,   0/  3,4.03895831
8,4,2,0.14984826,0.13728183,0.13728183,0.7265,   0/  3,4.04556608
8,4,3,0.13734385,0.13328061,0.13328061,0.7438,   0/  3,4.04909873
8,4,4,0.13303254,0.1378689,0.13328061,0.7304,   1/  3,4.05360985
8,4,5,0.13077639,0.13318876,0.13318876,0.7217,   1/  3,4.04875255
8,4,6,0.12955574,0.12970691,0.12970691,0.7369,   1/  3,4.05052733
8,4,7,0.12871038,0.12709525,0.12709525,0.7405,   1/  3,4.05732322
8,4,8,0.12764505,0.12822938,0.12709525,0.7415,   2/  3,4.07155442
8,4,9,0.12741235,0.13095779,0.12709525,0.7313,   3/  3,4.13163447
8,5,0,0.18294973,0.12829575,0.12829575,0.7651,   0/  3,4.00291991
8,5,1,0.12150866,0.10613263,0.10613263,0.807,   0/  3,4.01287293
8,5,2,0.10346496,0.09888268,0.09888268,0.8266,   0/  3,4.02123475
8,5,3,0.09603277,0.09077235,0.09077235,0.846,   0/  3,4.01926064
8,5,4,0.09313671,0.08982513,0.08982513,0.8432,   0/  3,4.0091095
8,5,5,0.09089236,0.08780944,0.08780944,0.8546,   0/  3,4.02448964
8,5,6,0.08962196,0.09020288,0.08780944,0.8443,   1/  3,4.01816368
8,5,7,0.08809592,0.08641415,0.08641415,0.8554,   1/  3,4.02239561
8,5,8,0.08735687,0.0854087,0.0854087,0.8585,   1/  3,4.02805114
8,5,9,0.08630344,0.08727571,0.0854087,0.8565,   2/  3,4.08413339
8,5,10,0.08581253,0.09838338,0.0854087,0.8274,   3/  3,4.13411999
8,6,0,0.22004657,0.15895499,0.15895499,0.648,   0/  3,4.00067806
8,6,1,0.14040986,0.12480397,0.12480397,0.7524,   0/  3,4.03924608
8,6,2,0.12196457,0.11826788,0.11826788,0.781,   0/  3,4.041013
8,6,3,0.10807088,0.0990243,0.0990243,0.8323,   0/  3,4.04001141
8,6,4,0.1022151,0.1053825,0.0990243,0.807,   1/  3,4.04164696
8,6,5,0.09981434,0.09810687,0.09810687,0.8367,   1/  3,4.0424211
8,6,6,0.09773521,0.09976921,0.09810687,0.8355,   2/  3,4.03864646
8,6,7,0.0964025,0.09681237,0.09681237,0.8395,   2/  3,4.0456996
8,6,8,0.09537661,0.09570801,0.09570801,0.8383,   2/  3,4.06674981
8,6,9,0.09488037,0.09847672,0.09570801,0.8341,   3/  3,4.11324835
8,7,0,0.22061816,0.18034647,0.18034647,0.5692,   0/  3,4.02755761
8,7,1,0.15861682,0.14230545,0.14230545,0.735,   0/  3,4.05475307
8,7,2,0.1353366,0.13344032,0.13344032,0.7471,   0/  3,4.05166173
8,7,3,0.12931456,0.1238129,0.1238129,0.7762,   0/  3,4.05018234
8,7,4,0.1270328,0.12263886,0.12263886,0.7738,   0/  3,4.05081224
8,7,5,0.12565788,0.12739299,0.12263886,0.7666,   1/  3,4.06023049
8,7,6,0.12438601,0.11964296,0.11964296,0.7819,   1/  3,4.05487657
8,7,7,0.12352426,0.12262629,0.11964296,0.7785,   2/  3,4.05757236
8,7,8,0.12160905,0.1237999,0.11964296,0.7724,   3/  3,4.06837511
8,8,0,0.34266994,0.3250141,0.3250141,0.1135,   0/  3,4.06923914
8,8,1,0.32505805,0.32505673,0.3250141,0.1135,   1/  3,4.09922457
8,8,2,0.32505092,0.32499627,0.32499627,0.1135,   1/  3,4.10576057
8,8,3,0.32505461,0.32506825,0.32499627,0.1135,   2/  3,4.09979892
8,8,4,0.32502688,0.32508675,0.32499627,0.1135,   3/  3,4.10200477
8,9,0,0.19831232,0.15435511,0.15435511,0.7003,   0/  3,4.00289869
8,9,1,0.15074863,0.14265435,0.14265435,0.7253,   0/  3,4.04439712
8,9,2,0.13696442,0.12969548,0.12969548,0.7432,   0/  3,4.03439403
8,9,3,0.13246581,0.13008951,0.12969548,0.7502,   1/  3,4.05113792
8,9,4,0.1293093,0.12872575,0.12872575,0.7588,   1/  3,4.04531336
8,9,5,0.12692975,0.12738302,0.12738302,0.7529,   1/  3,4.04077244
8,9,6,0.12554173,0.12990734,0.12738302,0.7599,   2/  3,4.04460955
8,9,7,0.12405395,0.1239243,0.1239243,0.7707,   2/  3,4.04139328
8,9,8,0.12299109,0.121698,0.121698,0.7695,   2/  3,4.0581696
8,9,9,0.12163264,0.120624,0.120624,0.778,   2/  3,4.11615968
8,9,10,0.11937265,0.11759459,0.11759459,0.7871,   2/  3,4.2002964
8,9,11,0.1162048,0.11605679,0.11605679,0.7949,   2/  3,4.22144771
8,9,12,0.11188032,0.11013262,0.11013262,0.8037,   2/  3,4.31436586
