Generation,PID,Epoch, Training Loss, Validation Loss,Best loss (Generation), Accuracy,EarlyStopCount,Runtime
3,9,7,0.11273826,0.10982385,0.10982385,0.798,   1/  3,4.2028656
3,9,8,0.11098877,0.10839139,0.10839139,0.7988,   1/  3,4.22606945
3,9,9,0.11021566,0.1083803,0.1083803,0.8008,   1/  3,4.33836031
3,9,10,0.1092694,0.11092916,0.1083803,0.8014,   2/  3,4.42361617
3,9,11,0.1085443,0.11555183,0.1083803,0.7818,   3/  3,4.46632457
4,0,0,0.22513058,0.15276726,0.15276726,0.6712,   0/  3,4.18438458
4,0,1,0.13688891,0.12435799,0.12435799,0.7653,   0/  3,4.23582673
4,0,2,0.12723899,0.11724118,0.11724118,0.7809,   0/  3,4.23653889
4,0,3,0.12303388,0.12453085,0.11724118,0.7509,   1/  3,4.24482584
4,0,4,0.12036817,0.11702458,0.11702458,0.7818,   1/  3,4.24137044
4,0,5,0.11918803,0.11670143,0.11670143,0.7783,   1/  3,4.23332214
4,0,6,0.11783874,0.11357762,0.11357762,0.78,   1/  3,4.24001646
4,0,7,0.11656535,0.11627629,0.11357762,0.7825,   2/  3,4.24233603
4,0,8,0.11576935,0.11036505,0.11036505,0.7888,   2/  3,4.26411581
4,0,9,0.11572851,0.11873797,0.11036505,0.7765,   3/  3,4.36262774
4,1,0,0.3331879,0.2926889,0.2926889,0.2692,   0/  3,3.50737786
4,1,1,0.27710103,0.27000343,0.27000343,0.2957,   0/  3,3.55696535
4,1,2,0.26668934,0.26500481,0.26500481,0.3305,   0/  3,3.55682993
4,1,3,0.26525038,0.2660328,0.26500481,0.3235,   1/  3,3.55621219
4,1,4,0.26460825,0.26521329,0.26500481,0.3112,   2/  3,3.54790521
4,1,5,0.26424852,0.26587227,0.26500481,0.3167,   3/  3,3.54967046
4,2,0,0.17890547,0.12354326,0.12354326,0.743,   0/  3,4.06608057
4,2,1,0.11812722,0.11242453,0.11242453,0.7865,   0/  3,4.09949589
4,2,2,0.09529279,0.08917859,0.08917859,0.8434,   0/  3,4.10364389
4,2,3,0.0843207,0.07994733,0.07994733,0.8652,   0/  3,4.10454869
4,2,4,0.08006664,0.07765438,0.07765438,0.8631,   0/  3,4.10071898
4,2,5,0.07777633,0.08212105,0.07765438,0.8621,   1/  3,4.10453987
4,2,6,0.0754658,0.07603476,0.07603476,0.873,   1/  3,4.10526228
4,2,7,0.07446628,0.07670702,0.07603476,0.8737,   2/  3,4.11248231
4,2,8,0.07372559,0.07453567,0.07453567,0.8749,   2/  3,4.12112236
4,2,9,0.07299423,0.08054128,0.07453567,0.8699,   3/  3,4.1738894
4,3,0,0.27058975,0.24080649,0.24080649,0.3461,   0/  3,4.17976761
4,3,1,0.23877806,0.23416358,0.23416358,0.3796,   0/  3,4.21903372
4,3,2,0.23569179,0.23654688,0.23416358,0.3899,   1/  3,4.22413135
4,3,3,0.23518632,0.23490137,0.23416358,0.3854,   2/  3,4.22792101
4,3,4,0.23306416,0.25189461,0.23416358,0.3437,   3/  3,4.2255578
4,4,0,0.24975118,0.19566728,0.19566728,0.5106,   0/  3,3.98211908
4,4,1,0.1859553,0.17032947,0.17032947,0.6066,   0/  3,4.02978301
4,4,2,0.16907684,0.16545846,0.16545846,0.6074,   0/  3,4.03853083
4,4,3,0.1642501,0.16082879,0.16082879,0.6146,   0/  3,4.02570891
4,4,4,0.16161568,0.15826213,0.15826213,0.6306,   0/  3,4.03643417
4,4,5,0.16027358,0.15889244,0.15826213,0.6212,   1/  3,4.0283339
4,4,6,0.1583679,0.15626439,0.15626439,0.6484,   1/  3,4.02783847
4,4,7,0.14642263,0.13783194,0.13783194,0.7212,   1/  3,4.02173591
4,4,8,0.13419019,0.13550964,0.13550964,0.7245,   1/  3,4.04379106
4,4,9,0.12943292,0.12520015,0.12520015,0.7528,   1/  3,4.09609389
4,4,10,0.12506452,0.1277616,0.12520015,0.7459,   2/  3,4.15405178
4,4,11,0.12265122,0.12251047,0.12251047,0.757,   2/  3,4.1894536
4,4,12,0.12246862,0.12385404,0.12251047,0.759,   3/  3,4.29294848
4,5,0,0.21332757,0.12539135,0.12539135,0.745,   0/  3,4.09069133
4,5,1,0.11798178,0.10977783,0.10977783,0.7855,   0/  3,4.14191628
4,5,2,0.1061362,0.09890539,0.09890539,0.8185,   0/  3,4.12239957
4,5,3,0.08369193,0.07911326,0.07911326,0.8634,   0/  3,4.10771561
4,5,4,0.07167348,0.07138052,0.07138052,0.8805,   0/  3,4.11531544
4,5,5,0.06536119,0.06665046,0.06665046,0.8911,   0/  3,4.11778307
4,5,6,0.06154591,0.06376655,0.06376655,0.8952,   0/  3,4.12113619
4,5,7,0.05904004,0.06126239,0.06126239,0.9007,   0/  3,4.1068871
4,5,8,0.05769337,0.06382968,0.06126239,0.8994,   1/  3,4.12233305
4,5,9,0.05646348,0.06043488,0.06043488,0.9012,   1/  3,4.15833807
4,5,10,0.05557779,0.05995441,0.05995441,0.9008,   1/  3,4.20761085
4,5,11,0.05508557,0.05675782,0.05675782,0.9059,   1/  3,4.23318839
4,5,12,0.05415005,0.0577107,0.05675782,0.9067,   2/  3,4.31513286
4,5,13,0.05397046,0.06179335,0.05675782,0.904,   3/  3,4.44220304
4,6,0,0.25820804,0.18975812,0.18975812,0.5604,   0/  3,3.99843025
4,6,1,0.17340367,0.16211333,0.16211333,0.6501,   0/  3,4.03982854
4,6,2,0.16213174,0.16123652,0.16123652,0.641,   0/  3,4.03403687
4,6,3,0.15450059,0.15332889,0.15332889,0.6418,   0/  3,4.04110098
4,6,4,0.15086171,0.15571348,0.15332889,0.6552,   1/  3,4.03457618
4,6,5,0.14932951,0.15075972,0.15075972,0.6616,   1/  3,4.04115057
4,6,6,0.14773451,0.14773021,0.14773021,0.6757,   1/  3,4.04381871
4,6,7,0.14670755,0.14628778,0.14628778,0.6844,   1/  3,4.03465652
4,6,8,0.1446817,0.14506067,0.14506067,0.6782,   1/  3,4.05651593
4,6,9,0.1446513,0.14185028,0.14185028,0.692,   1/  3,4.11433411
4,6,10,0.14299921,0.1453217,0.14185028,0.6815,   2/  3,4.16473103
4,6,11,0.14277,0.14675612,0.14185028,0.6781,   3/  3,4.18837833
4,7,0,0.1358654,0.08514477,0.08514477,0.8555,   0/  3,3.95619321
4,7,1,0.08311028,0.07754459,0.07754459,0.8684,   0/  3,3.97731042
4,7,2,0.07655117,0.07529204,0.07529204,0.8689,   0/  3,3.98055744
4,7,3,0.0732514,0.08196525,0.07529204,0.8614,   1/  3,3.97446728
4,7,4,0.07054195,0.07436292,0.07436292,0.8765,   1/  3,3.97369742
4,7,5,0.06923837,0.07282317,0.07282317,0.878,   1/  3,3.97727418
4,7,6,0.06791994,0.07080967,0.07080967,0.8812,   1/  3,3.98408628
4,7,7,0.06656316,0.0669889,0.0669889,0.8877,   1/  3,3.98926878
4,7,8,0.06546348,0.06507355,0.06507355,0.8928,   1/  3,3.99877238
4,7,9,0.06510559,0.06754788,0.06507355,0.8852,   2/  3,4.0136137
4,7,10,0.06426128,0.06802895,0.06507355,0.8884,   3/  3,4.05133367
4,8,0,0.15786176,0.08857079,0.08857079,0.8549,   0/  3,4.18707681
4,8,1,0.08391976,0.07647169,0.07647169,0.8707,   0/  3,4.25312662
4,8,2,0.07514992,0.06908302,0.06908302,0.8869,   0/  3,4.2498827
4,8,3,0.07068776,0.075035,0.06908302,0.8799,   1/  3,4.25515819
4,8,4,0.06668999,0.06329259,0.06329259,0.9024,   1/  3,4.25224233
4,8,5,0.06459328,0.06531996,0.06329259,0.8971,   2/  3,4.25341773
4,8,6,0.06325662,0.06655488,0.06329259,0.8957,   3/  3,4.25378275
4,9,0,0.17933003,0.13893743,0.13893743,0.7729,   0/  3,4.11394572
4,9,1,0.13228896,0.12105125,0.12105125,0.806,   0/  3,4.16780496
4,9,2,0.12395019,0.11703375,0.11703375,0.8066,   0/  3,4.16482568
4,9,3,0.11795452,0.11175496,0.11175496,0.8158,   0/  3,4.16597462
4,9,4,0.1148734,0.10877114,0.10877114,0.8223,   0/  3,4.15641618
4,9,5,0.1018702,0.09515032,0.09515032,0.8516,   0/  3,4.15595913
4,9,6,0.09658881,0.09627315,0.09515032,0.8457,   1/  3,4.15289617
4,9,7,0.09415882,0.09426655,0.09426655,0.8462,   1/  3,4.15921664
4,9,8,0.09350437,0.0929858,0.0929858,0.8532,   1/  3,4.18940973
4,9,9,0.09188776,0.09028959,0.09028959,0.8573,   1/  3,4.27264714
4,9,10,0.09077195,0.08755453,0.08755453,0.8651,   1/  3,4.35041142
4,9,11,0.0889632,0.08963728,0.08755453,0.8585,   2/  3,4.39127398
4,9,12,0.08703751,0.08908266,0.08755453,0.8594,   3/  3,4.52895141
5,0,0,0.16316125,0.11138301,0.11138301,0.8173,   0/  3,4.06862068
5,0,1,0.09816671,0.08554262,0.08554262,0.8633,   0/  3,4.12172174
5,0,2,0.07449826,0.06528911,0.06528911,0.8962,   0/  3,4.11239862
5,0,3,0.06255975,0.05948514,0.05948514,0.9044,   0/  3,4.10292172
5,0,4,0.05765548,0.05582776,0.05582776,0.9097,   0/  3,4.09967422
5,0,5,0.05530325,0.05402983,0.05402983,0.9105,   0/  3,4.11081481
5,0,6,0.05345033,0.05522075,0.05402983,0.9166,   1/  3,4.11209536
5,0,7,0.0516667,0.05831969,0.05402983,0.9133,   2/  3,4.10990596
5,0,8,0.05015433,0.05201926,0.05201926,0.9192,   2/  3,4.12616086
5,0,9,0.04917122,0.05788963,0.05201926,0.9105,   3/  3,4.16979289
5,1,0,0.26370239,0.22357751,0.22357751,0.3839,   0/  3,3.48716307
5,1,1,0.22200857,0.22486765,0.22357751,0.3723,   1/  3,3.54466224
5,1,2,0.21917025,0.21426029,0.21426029,0.4265,   1/  3,3.53848004
5,1,3,0.21374571,0.20954349,0.20954349,0.4661,   1/  3,3.53271866
5,1,4,0.20908233,0.20798283,0.20798283,0.4625,   1/  3,3.54146194
5,1,5,0.20825785,0.20602452,0.20602452,0.4831,   1/  3,3.53918791
5,1,6,0.20737116,0.20744178,0.20602452,0.4866,   2/  3,3.53410888
5,1,7,0.20604505,0.20547608,0.20547608,0.4611,   2/  3,3.53736544
5,1,8,0.20558323,0.20426466,0.20426466,0.4662,   2/  3,3.54270577
5,1,9,0.20543263,0.20480343,0.20426466,0.4586,   3/  3,3.60250998
5,2,0,0.24627455,0.19048121,0.19048121,0.5977,   0/  3,4.01046157
5,2,1,0.18157267,0.17263494,0.17263494,0.6204,   0/  3,4.04309249
5,2,2,0.17506681,0.17610004,0.17263494,0.6134,   1/  3,4.05869246
5,2,3,0.17195375,0.17083514,0.17083514,0.6204,   1/  3,4.04665875
5,2,4,0.16985529,0.16811667,0.16811667,0.6407,   1/  3,4.05823708
5,2,5,0.1686828,0.16895189,0.16811667,0.6419,   2/  3,4.05051208
5,2,6,0.16707082,0.16847335,0.16811667,0.6502,   3/  3,4.0502708
5,3,0,0.25419936,0.18075001,0.18075001,0.6227,   0/  3,4.15744495
5,3,1,0.17431472,0.16590206,0.16590206,0.641,   0/  3,4.19227147
5,3,2,0.16259607,0.15886893,0.15886893,0.6762,   0/  3,4.19488311
5,3,3,0.14777093,0.13791052,0.13791052,0.74,   0/  3,4.17964339
5,3,4,0.13044751,0.13350483,0.13350483,0.7526,   0/  3,4.17154264
5,3,5,0.12561593,0.12691281,0.12691281,0.7508,   0/  3,4.17560101
5,3,6,0.12194338,0.1233524,0.1233524,0.7592,   0/  3,4.17304444
5,3,7,0.12038046,0.12437242,0.1233524,0.7649,   1/  3,4.1735661
5,3,8,0.11909548,0.12561838,0.1233524,0.767,   2/  3,4.19067645
5,3,9,0.11813664,0.12354133,0.1233524,0.7582,   3/  3,4.26681185
5,4,0,0.21647056,0.13583716,0.13583716,0.7459,   0/  3,4.11196399
5,4,1,0.12394993,0.10912557,0.10912557,0.8087,   0/  3,4.15291429
5,4,2,0.11059263,0.10482062,0.10482062,0.8247,   0/  3,4.15633678
5,4,3,0.10600804,0.10730384,0.10482062,0.8292,   1/  3,4.15202188
5,4,4,0.10296,0.10464521,0.10464521,0.8311,   1/  3,4.15420008
5,4,5,0.0997978,0.09825138,0.09825138,0.8397,   1/  3,4.15555739
5,4,6,0.09662341,0.09897674,0.09825138,0.8331,   2/  3,4.14761877
5,4,7,0.09401071,0.09313497,0.09313497,0.843,   2/  3,4.15892935
5,4,8,0.09334822,0.09025847,0.09025847,0.851,   2/  3,4.17446828
5,4,9,0.09132648,0.0971796,0.09025847,0.8375,   3/  3,4.25009203
5,5,0,0.26403144,0.16180613,0.16180613,0.6563,   0/  3,4.18988228
5,5,1,0.15539361,0.15616336,0.15616336,0.6826,   0/  3,4.24662423
5,5,2,0.14588659,0.14184034,0.14184034,0.733,   0/  3,4.247612
5,5,3,0.14052783,0.14104748,0.14104748,0.7174,   0/  3,4.24331975
5,5,4,0.13859058,0.13328755,0.13328755,0.7477,   0/  3,4.24371099
5,5,5,0.13639216,0.13226086,0.13226086,0.7553,   0/  3,4.25202727
5,5,6,0.13460521,0.13203591,0.13203591,0.7546,   0/  3,4.24186206
5,5,7,0.13369532,0.13648094,0.13203591,0.7376,   1/  3,4.26259828
5,5,8,0.13256139,0.13054497,0.13054497,0.7563,   1/  3,4.31175089
5,5,9,0.13185749,0.13095267,0.13054497,0.7508,   2/  3,4.42068172
5,5,10,0.13080411,0.13516021,0.13054497,0.7529,   3/  3,4.52064013
5,6,0,0.15684104,0.11582659,0.11582659,0.7735,   0/  3,4.16278148
5,6,1,0.10668147,0.09870011,0.09870011,0.8292,   0/  3,4.18223333
5,6,2,0.08862465,0.07938134,0.07938134,0.8642,   0/  3,4.1846931
5,6,3,0.07788255,0.07218317,0.07218317,0.877,   0/  3,4.18101168
5,6,4,0.07287356,0.06967452,0.06967452,0.8842,   0/  3,4.18613744
5,6,5,0.06896969,0.06972825,0.06967452,0.882,   1/  3,4.18013453
5,6,6,0.06671678,0.06829839,0.06829839,0.8903,   1/  3,4.18655276
5,6,7,0.06472246,0.06533247,0.06533247,0.8912,   1/  3,4.19203258
5,6,8,0.06316695,0.06384796,0.06384796,0.8932,   1/  3,4.20838928
5,6,9,0.06208648,0.06232947,0.06232947,0.8949,   1/  3,4.28881741
5,6,10,0.06117532,0.06239885,0.06232947,0.8974,   2/  3,4.35305476
5,6,11,0.0605612,0.06041348,0.06041348,0.9003,   2/  3,4.39345479
5,6,12,0.06003903,0.06335719,0.06041348,0.8972,   3/  3,4.53732872
5,7,0,0.10145315,0.06641861,0.06641861,0.8919,   0/  3,4.1158123
5,7,1,0.06561988,0.06065324,0.06065324,0.9022,   0/  3,4.16333151
5,7,2,0.05928973,0.06091933,0.06065324,0.8982,   1/  3,4.16347933
5,7,3,0.05587039,0.05220333,0.05220333,0.9161,   1/  3,4.16195846
5,7,4,0.05321778,0.05573559,0.05220333,0.908,   2/  3,4.15841937
5,7,5,0.05082988,0.05322404,0.05220333,0.9127,   3/  3,4.15734458
5,8,0,0.14401837,0.08866504,0.08866504,0.8539,   0/  3,4.08766532
5,8,1,0.09078683,0.08755525,0.08755525,0.8573,   0/  3,4.12363791
5,8,2,0.08401405,0.0899029,0.08755525,0.8625,   1/  3,4.14414024
5,8,3,0.08034483,0.07937849,0.07937849,0.8651,   1/  3,4.13711357
5,8,4,0.07809372,0.07626484,0.07626484,0.8738,   1/  3,4.13752031
5,8,5,0.07620622,0.07676828,0.07626484,0.8774,   2/  3,4.13620043
5,8,6,0.07460885,0.08446785,0.07626484,0.865,   3/  3,4.13616157
5,9,0,0.16957518,0.09963188,0.09963188,0.8335,   0/  3,4.1884191
5,9,1,0.09793312,0.08811103,0.08811103,0.8487,   0/  3,4.24327374
5,9,2,0.09041938,0.08449194,0.08449194,0.8598,   0/  3,4.23755717
5,9,3,0.0860082,0.08535832,0.08449194,0.8621,   1/  3,4.25091362
5,9,4,0.08298263,0.08276657,0.08276657,0.8657,   1/  3,4.2477572
5,9,5,0.08143984,0.08073806,0.08073806,0.8696,   1/  3,4.24556518
5,9,6,0.07848319,0.07930621,0.07930621,0.8774,   1/  3,4.25155997
5,9,7,0.07594657,0.07578716,0.07578716,0.881,   1/  3,4.25075507
5,9,8,0.07459998,0.07428668,0.07428668,0.8799,   1/  3,4.28197145
5,9,9,0.07308985,0.07325858,0.07325858,0.884,   1/  3,4.35346389
5,9,10,0.07266191,0.0711553,0.0711553,0.8859,   1/  3,4.45277166
5,9,11,0.07121922,0.07807633,0.0711553,0.8759,   2/  3,4.49632001
5,9,12,0.07078203,0.07618839,0.0711553,0.8786,   3/  3,4.62068415
6,0,0,0.17308868,0.12557911,0.12557911,0.7623,   0/  3,4.11242843
6,0,1,0.11768532,0.10368194,0.10368194,0.8086,   0/  3,4.13780212
6,0,2,0.10386763,0.09939777,0.09939777,0.8219,   0/  3,4.14884114
6,0,3,0.09718138,0.0921667,0.0921667,0.8397,   0/  3,4.1418488
