Generation,PID,Epoch,Training Loss,Validation Loss,Best Loss(Generation),Accuracy,EarlyStop Count,Runtim
0,0,0,0.38441059,0.3250073,0.3250073,0.1135,   0/  3,3.27150035
0,0,1,0.32497243,0.32491685,0.32491685,0.1135,   0/  3,3.29906797
0,0,2,0.32495623,0.32491343,0.32491343,0.1135,   0/  3,3.29178357
0,0,3,0.32495511,0.32491971,0.32491343,0.1135,   1/  3,3.30376124
0,0,4,0.32495453,0.324907,0.324907,0.1135,   1/  3,3.30177093
0,0,5,0.32495736,0.32491789,0.324907,0.1135,   2/  3,3.29936242
0,0,6,0.32495168,0.32491946,0.324907,0.1135,   3/  3,3.30489373
0,1,0,0.39497564,0.32504616,0.32504616,0.1135,   0/  3,3.29812336
0,1,1,0.32496268,0.32493831,0.32493831,0.1135,   0/  3,3.31628966
0,1,2,0.3249566,0.32492505,0.32492505,0.1135,   0/  3,3.31667399
0,1,3,0.32495095,0.32493054,0.32492505,0.1135,   1/  3,3.32294512
0,1,4,0.32495551,0.32492944,0.32492505,0.1135,   2/  3,3.31655574
0,1,5,0.32495788,0.32491389,0.32491389,0.1135,   2/  3,3.31739688
0,1,6,0.324956,0.32494908,0.32491389,0.1135,   3/  3,3.31865191
0,2,0,0.35806493,0.32504167,0.32504167,0.1135,   0/  3,3.83585691
0,2,1,0.32504824,0.32498353,0.32498353,0.1135,   0/  3,3.85491776
0,2,2,0.32504667,0.32514116,0.32498353,0.1135,   1/  3,3.8550148
0,2,3,0.32504192,0.3250148,0.32498353,0.1032,   2/  3,3.84734964
0,2,4,0.32506583,0.32502769,0.32498353,0.1135,   3/  3,3.85299325
0,3,0,0.34098845,0.32497038,0.32497038,0.1135,   0/  3,3.92594838
0,3,1,0.32505315,0.32496877,0.32496877,0.1135,   0/  3,3.94871569
0,3,2,0.32505203,0.32494704,0.32494704,0.1135,   0/  3,3.95732474
0,3,3,0.32506431,0.32504305,0.32494704,0.101,   1/  3,3.95873475
0,3,4,0.32506192,0.32500833,0.32494704,0.1135,   2/  3,3.95495725
0,3,5,0.32504593,0.32513497,0.32494704,0.1135,   3/  3,3.95705533
0,4,0,0.33481992,0.31595391,0.31595391,0.2332,   0/  3,3.30234599
0,4,1,0.27050229,0.26280971,0.26280971,0.3185,   0/  3,3.33289838
0,4,2,0.25845092,0.25892154,0.25892154,0.3261,   0/  3,3.3263247
0,4,3,0.25627752,0.25961636,0.25892154,0.335,   1/  3,3.33125448
0,4,4,0.25341794,0.259265,0.25892154,0.3425,   2/  3,3.33220911
0,4,5,0.25209782,0.25419246,0.25419246,0.3444,   2/  3,3.33855724
0,4,6,0.25143764,0.25265133,0.25265133,0.3369,   2/  3,3.33275104
0,4,7,0.25115096,0.25169293,0.25169293,0.3431,   2/  3,3.33602691
0,4,8,0.25086947,0.25496691,0.25169293,0.3557,   3/  3,3.33551359
0,5,0,0.365535,0.32500489,0.32500489,0.1028,   0/  3,3.96834517
0,5,1,0.3250048,0.32494504,0.32494504,0.1135,   0/  3,3.99095178
0,5,2,0.32501284,0.32493448,0.32493448,0.1135,   0/  3,3.98989248
0,5,3,0.3250083,0.32493584,0.32493448,0.1135,   1/  3,3.98769641
0,5,4,0.3249955,0.32499126,0.32493448,0.1135,   2/  3,3.99016571
0,5,5,0.32500015,0.3249493,0.32493448,0.1135,   3/  3,3.99379587
0,6,0,0.36550818,0.32493295,0.32493295,0.1135,   0/  3,3.9528966
0,6,1,0.32499559,0.32497329,0.32493295,0.1028,   1/  3,3.97656846
0,6,2,0.32498905,0.3249789,0.32493295,0.1135,   2/  3,3.97897005
0,6,3,0.32498271,0.32491188,0.32491188,0.1135,   2/  3,3.978266
0,6,4,0.32497862,0.32498184,0.32491188,0.1135,   3/  3,3.98085833
0,7,0,0.37556922,0.32498271,0.32498271,0.1135,   0/  3,3.23872542
0,7,1,0.32496399,0.32490665,0.32490665,0.1135,   0/  3,3.25359845
0,7,2,0.32495184,0.32490985,0.32490665,0.1135,   1/  3,3.25249696
0,7,3,0.32495975,0.32492562,0.32490665,0.1135,   2/  3,3.25642323
0,7,4,0.32495176,0.32491305,0.32490665,0.1135,   3/  3,3.25843668
0,8,0,0.34215472,0.32498692,0.32498692,0.1135,   0/  3,3.93242645
0,8,1,0.32506536,0.32500412,0.32498692,0.1135,   1/  3,3.95065904
0,8,2,0.32506036,0.32504871,0.32498692,0.1135,   2/  3,3.9533565
0,8,3,0.325068,0.32492605,0.32492605,0.1135,   2/  3,3.95101523
0,8,4,0.32506815,0.32501227,0.32492605,0.1135,   3/  3,3.9488883
0,9,0,0.26038342,0.19864293,0.19864293,0.5286,   0/  3,3.87070918
0,9,1,0.18951933,0.18571014,0.18571014,0.5787,   0/  3,3.9025588
0,9,2,0.1818439,0.18453581,0.18453581,0.5557,   0/  3,3.90313792
0,9,3,0.17893067,0.1796703,0.1796703,0.5432,   0/  3,3.90474319
0,9,4,0.17740234,0.17962381,0.17962381,0.5428,   0/  3,3.90556574
0,9,5,0.17602368,0.1778437,0.1778437,0.5566,   0/  3,3.91285968
0,9,6,0.1755508,0.18062274,0.1778437,0.5593,   1/  3,3.90507007
0,9,7,0.17499902,0.17855033,0.1778437,0.546,   2/  3,3.91065168
0,9,8,0.17459949,0.17694403,0.17694403,0.5592,   2/  3,3.92118359
0,9,9,0.17435769,0.17769384,0.17694403,0.5452,   3/  3,3.94240022
1,0,0,0.38766984,0.32501835,0.32501835,0.1135,   0/  3,3.26401925
1,0,1,0.32495782,0.32494687,0.32494687,0.1135,   0/  3,3.2768054
1,0,2,0.32495746,0.32491976,0.32491976,0.1135,   0/  3,3.28102112
1,0,3,0.3249584,0.32491852,0.32491852,0.1135,   0/  3,3.28434014
1,0,4,0.32495449,0.32491402,0.32491402,0.1135,   0/  3,3.28217697
1,0,5,0.32495893,0.3249308,0.32491402,0.1135,   1/  3,3.28477192
1,0,6,0.32495202,0.32491682,0.32491402,0.1135,   2/  3,3.29015899
1,0,7,0.32495536,0.32492229,0.32491402,0.1135,   3/  3,3.28895712
1,1,0,0.35268153,0.32492257,0.32492257,0.1135,   0/  3,3.28001714
1,1,1,0.32500834,0.32494722,0.32492257,0.1135,   1/  3,3.29116106
1,1,2,0.32499562,0.32499028,0.32492257,0.1135,   2/  3,3.29261422
1,1,3,0.32500272,0.32497192,0.32492257,0.1135,   3/  3,3.29033256
1,2,0,0.34636507,0.32493516,0.32493516,0.1135,   0/  3,3.92848134
1,2,1,0.32499341,0.32499734,0.32493516,0.1135,   1/  3,3.94274855
1,2,2,0.32499277,0.32496577,0.32493516,0.1135,   2/  3,3.94039369
1,2,3,0.3249856,0.32496612,0.32493516,0.1135,   3/  3,3.94691062
1,3,0,0.38615874,0.32500508,0.32500508,0.1135,   0/  3,3.95876241
1,3,1,0.32496144,0.32492093,0.32492093,0.1135,   0/  3,3.98051381
1,3,2,0.32495878,0.32490581,0.32490581,0.1135,   0/  3,3.98025346
1,3,3,0.32495517,0.32492409,0.32490581,0.1135,   1/  3,3.98326802
1,3,4,0.32495409,0.32493576,0.32490581,0.1135,   2/  3,3.98244309
1,3,5,0.32495389,0.32491601,0.32490581,0.1135,   3/  3,3.98513055
1,4,0,0.31678624,0.23666032,0.23666032,0.402,   0/  3,3.91002655
1,4,1,0.22316018,0.21782773,0.21782773,0.4795,   0/  3,3.9373126
1,4,2,0.2112788,0.20587483,0.20587483,0.5288,   0/  3,3.93984342
1,4,3,0.2029434,0.2011682,0.2011682,0.5362,   0/  3,3.93512869
1,4,4,0.19849899,0.19829887,0.19829887,0.5595,   0/  3,3.93462038
1,4,5,0.19683951,0.19676193,0.19676193,0.5769,   0/  3,3.92724967
1,4,6,0.19482484,0.19893841,0.19676193,0.5671,   1/  3,3.93936849
1,4,7,0.19408881,0.20059202,0.19676193,0.5736,   2/  3,3.94148397
1,4,8,0.19294762,0.19465132,0.19465132,0.5779,   2/  3,3.95975018
1,4,9,0.19189611,0.19468977,0.19465132,0.6074,   3/  3,4.00048161
1,5,0,0.31472589,0.27332196,0.27332196,0.3245,   0/  3,3.88154554
1,5,1,0.26964275,0.26432792,0.26432792,0.3055,   0/  3,3.90674806
1,5,2,0.26638545,0.26767162,0.26432792,0.3019,   1/  3,3.90702033
1,5,3,0.26508583,0.26286409,0.26286409,0.2989,   1/  3,3.91057467
1,5,4,0.26330276,0.26039412,0.26039412,0.3275,   1/  3,3.90784097
1,5,5,0.26257963,0.26114436,0.26039412,0.3184,   2/  3,3.91465807
1,5,6,0.26233006,0.25995799,0.25995799,0.3043,   2/  3,3.90566373
1,5,7,0.26231309,0.26007289,0.25995799,0.3083,   3/  3,3.91537261
1,6,0,0.34070928,0.31353615,0.31353615,0.179,   0/  3,3.87872314
1,6,1,0.2879063,0.27598043,0.27598043,0.3299,   0/  3,3.89850402
1,6,2,0.27454955,0.27443954,0.27443954,0.3888,   0/  3,3.90052915
1,6,3,0.27293308,0.27316313,0.27316313,0.3603,   0/  3,3.89546204
1,6,4,0.27132789,0.27092443,0.27092443,0.3668,   0/  3,3.89623713
1,6,5,0.26876441,0.26850901,0.26850901,0.3535,   0/  3,3.90694141
1,6,6,0.26452769,0.26329156,0.26329156,0.3485,   0/  3,3.91086531
1,6,7,0.26183335,0.26289615,0.26289615,0.3405,   0/  3,3.9241097
1,6,8,0.26142989,0.26137342,0.26137342,0.331,   0/  3,3.94371009
1,6,9,0.26110876,0.26467732,0.26137342,0.3515,   1/  3,3.9803133
1,6,10,0.26052062,0.26193848,0.26137342,0.3291,   2/  3,3.99628043
1,6,11,0.26055366,0.26826451,0.26137342,0.3438,   3/  3,4.04279542
1,7,0,0.32475707,0.27672433,0.27672433,0.2245,   0/  3,3.88914704
1,7,1,0.27068855,0.2648112,0.2648112,0.2847,   0/  3,3.9123292
1,7,2,0.2637554,0.25997459,0.25997459,0.3065,   0/  3,3.92192173
1,7,3,0.26143038,0.26088387,0.25997459,0.3106,   1/  3,3.9118197
1,7,4,0.26025272,0.25802249,0.25802249,0.3324,   1/  3,3.91862845
1,7,5,0.25979113,0.25675032,0.25675032,0.3328,   1/  3,3.92002726
1,7,6,0.25924704,0.25697286,0.25675032,0.3261,   2/  3,3.91207814
1,7,7,0.25897165,0.25915183,0.25675032,0.317,   3/  3,3.92055988
1,8,0,0.34222987,0.32495789,0.32495789,0.1135,   0/  3,3.96229196
1,8,1,0.3249719,0.32498028,0.32495789,0.1135,   1/  3,3.98165631
1,8,2,0.32499219,0.32496138,0.32495789,0.1135,   2/  3,3.99497938
1,8,3,0.32498315,0.32492885,0.32492885,0.1135,   2/  3,3.98812294
1,8,4,0.32498079,0.32494892,0.32492885,0.1135,   3/  3,3.99007869
1,9,0,0.32380033,0.28491888,0.28491888,0.1874,   0/  3,3.88006759
1,9,1,0.26234663,0.2558722,0.2558722,0.3267,   0/  3,3.90234041
1,9,2,0.25150346,0.24928799,0.24928799,0.3558,   0/  3,3.90770793
1,9,3,0.24692705,0.24661993,0.24661993,0.3596,   0/  3,3.91403222
1,9,4,0.24507249,0.24444615,0.24444615,0.3499,   0/  3,3.91302395
1,9,5,0.24394427,0.24423174,0.24423174,0.3513,   0/  3,3.91890883
1,9,6,0.24326532,0.24511916,0.24423174,0.3476,   1/  3,3.90654302
1,9,7,0.24279759,0.24288658,0.24288658,0.3494,   1/  3,3.90782762
1,9,8,0.24256319,0.24221767,0.24221767,0.3494,   1/  3,3.92965317
1,9,9,0.24223737,0.24458181,0.24221767,0.3425,   2/  3,3.96891046
1,9,10,0.241802,0.24219643,0.24219643,0.3714,   2/  3,4.00214314
1,9,11,0.24140559,0.24166375,0.24166375,0.3674,   2/  3,4.01918149
1,9,12,0.24113946,0.24112242,0.24112242,0.3707,   2/  3,4.0774827
1,9,13,0.24053946,0.2400358,0.2400358,0.3645,   2/  3,4.20382595
1,9,14,0.23938466,0.23868218,0.23868218,0.3664,   2/  3,4.21074748
1,9,15,0.23865204,0.23810633,0.23810633,0.3828,   2/  3,4.20024681
1,9,16,0.23786119,0.23762498,0.23762498,0.3829,   2/  3,4.20867801
1,9,17,0.23736742,0.23627766,0.23627766,0.3772,   2/  3,4.19653487
1,9,18,0.23684377,0.23785806,0.23627766,0.3702,   3/  3,4.21253252
2,0,0,0.31967921,0.26483188,0.26483188,0.2971,   0/  3,3.94316721
2,0,1,0.25955905,0.25763073,0.25763073,0.2975,   0/  3,3.95647335
2,0,2,0.2548872,0.25341301,0.25341301,0.3241,   0/  3,3.95299721
2,0,3,0.25188776,0.25280969,0.25280969,0.3299,   0/  3,3.95464039
2,0,4,0.25032753,0.2497327,0.2497327,0.3524,   0/  3,3.9503665
2,0,5,0.24878799,0.24888711,0.24888711,0.3462,   0/  3,3.95449853
2,0,6,0.24786937,0.24785521,0.24785521,0.3679,   0/  3,3.9505825
2,0,7,0.2470605,0.2475017,0.2475017,0.3662,   0/  3,3.95069575
2,0,8,0.24663842,0.24709592,0.24709592,0.363,   0/  3,3.97671795
2,0,9,0.24612301,0.24657884,0.24657884,0.3735,   0/  3,4.01654243
2,0,10,0.24598963,0.24690342,0.24657884,0.3616,   1/  3,4.06424665
2,0,11,0.24598908,0.24742062,0.24657884,0.3596,   2/  3,4.08324504
2,0,12,0.24671192,0.24919979,0.24657884,0.3638,   3/  3,4.16136098
2,1,0,0.34746541,0.32494975,0.32494975,0.1135,   0/  3,3.8558948
2,1,1,0.32499651,0.32496072,0.32494975,0.1135,   1/  3,3.87435937
2,1,2,0.32498241,0.32497038,0.32494975,0.1135,   2/  3,3.87876892
2,1,3,0.32498424,0.32494937,0.32494937,0.1135,   2/  3,3.87726974
2,1,4,0.3249921,0.32492699,0.32492699,0.1135,   2/  3,3.87179351
2,1,5,0.32498531,0.3249859,0.32492699,0.1135,   3/  3,3.86478901
2,2,0,0.34506398,0.32501805,0.32501805,0.101,   0/  3,3.91842222
2,2,1,0.32501583,0.32494211,0.32494211,0.1135,   0/  3,3.9335444
2,2,2,0.32501335,0.32498783,0.32494211,0.1028,   1/  3,3.93975663
2,2,3,0.32500683,0.32495956,0.32494211,0.1135,   2/  3,3.93916583
2,2,4,0.32500693,0.32497113,0.32494211,0.1135,   3/  3,3.93913436
2,3,0,0.34176423,0.32501333,0.32501333,0.1135,   0/  3,3.95911121
2,3,1,0.32504323,0.32498773,0.32498773,0.1135,   0/  3,3.98255181
2,3,2,0.32506384,0.32496832,0.32496832,0.1135,   0/  3,3.98953104
2,3,3,0.32503423,0.32499095,0.32496832,0.1135,   1/  3,3.98798919
2,3,4,0.32505764,0.32495119,0.32495119,0.1135,   1/  3,3.9926846
2,3,5,0.32502887,0.32502852,0.32495119,0.1135,   2/  3,3.98793125
2,3,6,0.32506175,0.3250139,0.32495119,0.1028,   3/  3,3.98876405
2,4,0,0.34670073,0.32497085,0.32497085,0.1135,   0/  3,3.96444345
2,4,1,0.32504651,0.32495911,0.32495911,0.1135,   0/  3,3.99076176
2,4,2,0.32506019,0.32497902,0.32495911,0.1135,   1/  3,3.99043918
2,4,3,0.32503394,0.32501584,0.32495911,0.1135,   2/  3,3.98680711
2,4,4,0.32504603,0.32499911,0.32495911,0.1135,   3/  3,3.98984933
2,5,0,0.3544566,0.32499856,0.32499856,0.1135,   0/  3,3.9173367
2,5,1,0.32499908,0.32492362,0.32492362,0.1135,   0/  3,3.94237351
2,5,2,0.32498171,0.32505642,0.32492362,0.1028,   1/  3,3.93801332
2,5,3,0.32500147,0.32493479,0.32492362,0.1135,   2/  3,3.94441056
2,5,4,0.32498126,0.32495423,0.32492362,0.1135,   3/  3,3.94145083
2,6,0,0.36080592,0.32495617,0.32495617,0.1135,   0/  3,3.90308189
2,6,1,0.32498681,0.32494114,0.32494114,0.1135,   0/  3,3.92288995
2,6,2,0.32498112,0.32493141,0.32493141,0.1135,   0/  3,3.92186856
2,6,3,0.32498092,0.32495827,0.32493141,0.1135,   1/  3,3.91787386
2,6,4,0.32498655,0.32495815,0.32493141,0.1135,   2/  3,3.91706276
2,6,5,0.32498385,0.32497023,0.32493141,0.1135,   3/  3,3.92894888
2,7,0,0.36164536,0.32497927,0.32497927,0.1135,   0/  3,3.91244841
2,7,1,0.32500256,0.3249515,0.3249515,0.1135,   0/  3,3.92147636
2,7,2,0.32499396,0.3249622,0.3249515,0.1135,   1/  3,3.9305563
2,7,3,0.32499938,0.32496889,0.3249515,0.1135,   2/  3,3.92803645
2,7,4,0.32499261,0.32504408,0.3249515,0.1028,   3/  3,3.92953539
2,8,0,0.35251438,0.32499134,0.32499134,0.1135,   0/  3,3.92560649
2,8,1,0.32501215,0.3249762,0.3249762,0.1135,   0/  3,3.95376658
2,8,2,0.3250141,0.32497249,0.32497249,0.1028,   0/  3,3.94884658
2,8,3,0.32500807,0.3250261,0.32497249,0.1135,   1/  3,3.94554543
2,8,4,0.32502422,0.32500733,0.32497249,0.1135,   2/  3,3.94642305
2,8,5,0.32500811,0.3249684,0.3249684,0.1135,   2/  3,3.95073414
2,8,6,0.32501323,0.32496306,0.32496306,0.1135,   2/  3,3.94674182
2,8,7,0.32502899,0.32494579,0.32494579,0.1135,   2/  3,3.94723225
2,8,8,0.32501919,0.32494748,0.32494579,0.1135,   3/  3,3.95389891
2,9,0,0.35360398,0.32490228,0.32490228,0.1135,   0/  3,3.9270134
2,9,1,0.32499109,0.32498385,0.32490228,0.1135,   1/  3,3.95715857
2,9,2,0.32497993,0.32494202,0.32490228,0.1135,   2/  3,3.95410728
2,9,3,0.32498945,0.32499141,0.32490228,0.1135,   3/  3,3.96000075
3,0,0,0.34989818,0.32497716,0.32497716,0.1135,   0/  3,3.95965457
3,0,1,0.32499834,0.32494597,0.32494597,0.1135,   0/  3,3.97585201
3,0,2,0.32498751,0.3249419,0.3249419,0.1135,   0/  3,3.97675252
3,0,3,0.32498539,0.32493583,0.32493583,0.1135,   0/  3,3.97861314
3,0,4,0.32499304,0.32494581,0.32493583,0.1135,   1/  3,3.97947598
3,0,5,0.32499436,0.32497997,0.32493583,0.1135,   2/  3,3.97368193
3,0,6,0.32498853,0.3249732,0.32493583,0.1135,   3/  3,3.98022556
3,1,0,0.33650452,0.30464454,0.30464454,0.202,   0/  3,3.87499809
3,1,1,0.27762895,0.26751364,0.26751364,0.3373,   0/  3,3.90046787
3,1,2,0.26485748,0.2660241,0.2660241,0.3792,   0/  3,3.91702557
3,1,3,0.2629041,0.26492012,0.26492012,0.3898,   0/  3,3.91360569
3,1,4,0.26116965,0.26226029,0.26226029,0.3712,   0/  3,3.90473413
3,1,5,0.2584945,0.25842328,0.25842328,0.3691,   0/  3,3.91570258
3,1,6,0.25102218,0.24247467,0.24247467,0.3953,   0/  3,3.91209364
3,1,7,0.24141317,0.24284851,0.24247467,0.3766,   1/  3,3.91980481
3,1,8,0.23935227,0.23963427,0.23963427,0.4065,   1/  3,3.93187451
3,1,9,0.23790097,0.23871167,0.23871167,0.4291,   1/  3,3.963871
3,1,10,0.23706656,0.23758731,0.23758731,0.4135,   1/  3,3.97253156
3,1,11,0.23642634,0.23980729,0.23758731,0.397,   2/  3,3.99503207
3,1,12,0.23624915,0.23700499,0.23700499,0.4019,   2/  3,4.03286409
3,1,13,0.23536298,0.23764991,0.23700499,0.4183,   3/  3,4.08263493
3,2,0,0.33164089,0.30546618,0.30546618,0.2375,   0/  3,3.90325379
3,2,1,0.269868,0.25994969,0.25994969,0.3234,   0/  3,3.93787241
3,2,2,0.25674911,0.256465,0.256465,0.3353,   0/  3,3.94180346
