Generation,PID, Epoch, Training Loss, Validation Loss,Best, Accuracy,EarlyStopCount,Runtime
9,6,2,0.21530466,0.21231011,0.21231011,0.4321,   0/  3,5.42884564
9,6,3,0.21317297,0.21372441,0.21231011,0.4507,   1/  3,5.42996883
9,6,4,0.21184965,0.20934938,0.20934938,0.4556,   1/  3,5.43020391
9,6,5,0.21085256,0.20792389,0.20792389,0.4566,   1/  3,5.42674732
9,6,6,0.2099476,0.20747886,0.20747886,0.4457,   1/  3,5.42654157
9,6,7,0.20859447,0.20593001,0.20593001,0.4616,   1/  3,5.44896507
9,6,8,0.20756491,0.20531138,0.20531138,0.4372,   1/  3,5.50286603
9,6,9,0.2064154,0.20260941,0.20260941,0.484,   1/  3,5.57194376
9,6,10,0.20531125,0.2013405,0.2013405,0.4814,   1/  3,5.59885788
9,6,11,0.20419121,0.19959701,0.19959701,0.4774,   1/  3,5.6981535
9,6,12,0.20381002,0.19878966,0.19878966,0.4911,   1/  3,5.89226604
9,6,13,0.20307788,0.19977911,0.19878966,0.4891,   2/  3,5.90089965
9,6,14,0.20219777,0.20044173,0.19878966,0.4804,   3/  3,5.88793945
9,7,0,0.33588641,0.32509779,0.32509779,0.1135,   0/  3,5.54936028
9,7,1,0.32516625,0.32498695,0.32498695,0.1028,   0/  3,5.58176327
9,7,2,0.32516059,0.32493308,0.32493308,0.1135,   0/  3,5.57825732
9,7,3,0.32513514,0.32512057,0.32493308,0.0958,   1/  3,5.58283281
9,7,4,0.3251364,0.32529784,0.32493308,0.101,   2/  3,5.58627939
9,7,5,0.32514646,0.3250412,0.32493308,0.1028,   3/  3,5.58346486
9,8,0,0.18925376,0.10208576,0.10208576,0.8307,   0/  3,5.44173551
9,8,1,0.08990705,0.07696362,0.07696362,0.8806,   0/  3,5.49004912
9,8,2,0.07262198,0.06931324,0.06931324,0.891,   0/  3,5.48941946
9,8,3,0.0659555,0.06344261,0.06344261,0.903,   0/  3,5.49656129
9,8,4,0.061298,0.0580599,0.0580599,0.9095,   0/  3,5.48886585
9,8,5,0.05806868,0.05618379,0.05618379,0.9125,   0/  3,5.48499608
9,8,6,0.05608469,0.05465147,0.05465147,0.9124,   0/  3,5.49059248
9,8,7,0.05496338,0.058743,0.05465147,0.9109,   1/  3,5.50531507
9,8,8,0.05326489,0.05468988,0.05465147,0.914,   2/  3,5.53554296
9,8,9,0.05191534,0.05173769,0.05173769,0.9181,   2/  3,5.56059933
9,8,10,0.05094993,0.05023599,0.05023599,0.921,   2/  3,5.57743716
9,8,11,0.04979739,0.05417578,0.05023599,0.9145,   3/  3,5.61147523
9,9,0,0.18453267,0.14380096,0.14380096,0.7373,   0/  3,4.39467382
9,9,1,0.13503494,0.12903687,0.12903687,0.7683,   0/  3,4.44253659
9,9,2,0.12506859,0.12831006,0.12831006,0.7705,   0/  3,4.43642783
9,9,3,0.12124821,0.11620027,0.11620027,0.7988,   0/  3,4.43919635
9,9,4,0.11802125,0.11475887,0.11475887,0.7924,   0/  3,4.44102645
9,9,5,0.11676218,0.12083732,0.11475887,0.7868,   1/  3,4.43753624
9,9,6,0.11550816,0.11376977,0.11376977,0.7969,   1/  3,4.43912482
9,9,7,0.11319707,0.11031512,0.11031512,0.8036,   1/  3,4.44447803
9,9,8,0.11162824,0.10758206,0.10758206,0.8078,   1/  3,4.47385287
9,9,9,0.11068781,0.10927062,0.10758206,0.8025,   2/  3,4.56803823
9,9,10,0.109641,0.10576263,0.10576263,0.8107,   2/  3,4.6250031
9,9,11,0.10793405,0.11289308,0.10576263,0.7868,   3/  3,4.66159201
10,0,0,0.33827834,0.32503853,0.32503853,0.1135,   0/  3,5.17725229
10,0,1,0.32502904,0.32502765,0.32502765,0.1028,   0/  3,5.19446707
10,0,2,0.32504477,0.32494872,0.32494872,0.1135,   0/  3,5.19279265
10,0,3,0.32502497,0.32503839,0.32494872,0.1135,   1/  3,5.19262481
10,0,4,0.32503724,0.3250333,0.32494872,0.1135,   2/  3,5.19069672
10,0,5,0.3250417,0.32504281,0.32494872,0.1135,   3/  3,5.19118476
10,1,0,0.27712116,0.23061925,0.23061925,0.4371,   0/  3,5.42972875
10,1,1,0.2210361,0.21839472,0.21839472,0.4583,   0/  3,5.46655607
10,1,2,0.21357565,0.21109289,0.21109289,0.4917,   0/  3,5.46802783
10,1,3,0.20837598,0.20682904,0.20682904,0.4874,   0/  3,5.47875857
10,1,4,0.2027776,0.19802119,0.19802119,0.5121,   0/  3,5.47558188
10,1,5,0.19505578,0.19316741,0.19316741,0.521,   0/  3,5.4739325
10,1,6,0.18774108,0.18565439,0.18565439,0.5592,   0/  3,5.47464418
10,1,7,0.18518358,0.18059643,0.18059643,0.5739,   0/  3,5.51517105
10,1,8,0.18342519,0.18254172,0.18059643,0.5504,   1/  3,5.59596038
10,1,9,0.18257935,0.181445,0.18059643,0.5721,   2/  3,5.65460825
10,1,10,0.18423751,0.19168829,0.18059643,0.5609,   3/  3,5.69365597
10,2,0,0.35552833,0.32498483,0.32498483,0.1135,   0/  3,5.29743981
10,2,1,0.32499865,0.32496625,0.32496625,0.1135,   0/  3,5.32308555
10,2,2,0.32500497,0.32492755,0.32492755,0.1135,   0/  3,5.32418299
10,2,3,0.32499296,0.32495355,0.32492755,0.1135,   1/  3,5.32422042
10,2,4,0.32500124,0.32494859,0.32492755,0.1135,   2/  3,5.3271842
10,2,5,0.32499827,0.32494168,0.32492755,0.1135,   3/  3,5.33015418
10,3,0,0.19995753,0.16301194,0.16301194,0.6252,   0/  3,5.48907542
10,3,1,0.13612449,0.12851227,0.12851227,0.7308,   0/  3,5.53875446
10,3,2,0.1183254,0.10828563,0.10828563,0.8146,   0/  3,5.53643394
10,3,3,0.10438559,0.09758803,0.09758803,0.8354,   0/  3,5.53235626
10,3,4,0.09792581,0.1019362,0.09758803,0.8213,   1/  3,5.59472823
10,3,5,0.09502673,0.09011722,0.09011722,0.8512,   1/  3,5.42879725
10,3,6,0.09301464,0.09354523,0.09011722,0.8362,   2/  3,5.42780542
10,3,7,0.09089878,0.0890857,0.0890857,0.8549,   2/  3,5.45613408
10,3,8,0.08968121,0.09017048,0.0890857,0.8473,   3/  3,5.50361586
10,4,0,0.34156959,0.32501973,0.32501973,0.1135,   0/  3,5.47738934
10,4,1,0.32505888,0.32500024,0.32500024,0.1135,   0/  3,5.53213191
10,4,2,0.32504885,0.32498716,0.32498716,0.1135,   0/  3,5.52781153
10,4,3,0.32507477,0.32494536,0.32494536,0.1135,   0/  3,5.51998711
10,4,4,0.32505149,0.32504687,0.32494536,0.1135,   1/  3,5.51698303
10,4,5,0.32506662,0.32509672,0.32494536,0.1135,   2/  3,5.53187466
10,4,6,0.32507398,0.32504748,0.32494536,0.1135,   3/  3,5.55931854
10,5,0,0.3396306,0.32496257,0.32496257,0.1135,   0/  3,5.19271207
10,5,1,0.32500704,0.32497018,0.32496257,0.1135,   1/  3,5.20294666
10,5,2,0.32501274,0.32499751,0.32496257,0.1135,   2/  3,5.19951248
10,5,3,0.32501898,0.32495093,0.32495093,0.1135,   2/  3,5.19871712
10,5,4,0.32499755,0.3249797,0.32495093,0.1135,   3/  3,5.19861054
10,6,0,0.37955209,0.3249827,0.3249827,0.1135,   0/  3,5.00756812
10,6,1,0.3249523,0.32494319,0.32494319,0.1135,   0/  3,5.02893734
10,6,2,0.32496423,0.32491098,0.32491098,0.1135,   0/  3,5.024755
10,6,3,0.32495414,0.32493355,0.32491098,0.1135,   1/  3,5.0119226
10,6,4,0.32494943,0.32494413,0.32491098,0.1135,   2/  3,5.01163292
10,6,5,0.32495469,0.32492654,0.32491098,0.1135,   3/  3,5.0146246
10,7,0,0.13755133,0.08607284,0.08607284,0.8624,   0/  3,5.32903743
10,7,1,0.07829507,0.06739678,0.06739678,0.8894,   0/  3,5.39188385
10,7,2,0.0677636,0.06344998,0.06344998,0.8985,   0/  3,5.40625048
10,7,3,0.06308762,0.06231301,0.06231301,0.8955,   0/  3,5.40939307
10,7,4,0.05979673,0.0607824,0.0607824,0.9043,   0/  3,5.40585375
10,7,5,0.05759063,0.05699236,0.05699236,0.9087,   0/  3,5.40794897
10,7,6,0.05607655,0.05434522,0.05434522,0.9128,   0/  3,5.40891242
10,7,7,0.05457431,0.05719143,0.05434522,0.9068,   1/  3,5.41496611
10,7,8,0.05374836,0.05808134,0.05434522,0.9042,   2/  3,5.44513106
10,7,9,0.05236563,0.05586968,0.05434522,0.9082,   3/  3,5.46130347
10,8,0,0.1298742,0.07110802,0.07110802,0.894,   0/  3,5.35043406
10,8,1,0.066302,0.0560977,0.0560977,0.9116,   0/  3,5.40001583
10,8,2,0.05735116,0.05656759,0.0560977,0.9097,   1/  3,5.40415049
10,8,3,0.05377691,0.05020943,0.05020943,0.9214,   1/  3,5.40117335
10,8,4,0.05178844,0.05689801,0.05020943,0.9166,   2/  3,5.40555692
10,8,5,0.0495636,0.05427372,0.05020943,0.9196,   3/  3,5.40721822
10,9,0,0.3337976,0.32503082,0.32503082,0.1135,   0/  3,4.35088515
10,9,1,0.32508654,0.32500152,0.32500152,0.1135,   0/  3,4.38707805
10,9,2,0.32504779,0.32502756,0.32500152,0.1135,   1/  3,4.39295268
10,9,3,0.32507664,0.32493071,0.32493071,0.1135,   1/  3,4.38828349
10,9,4,0.32505331,0.32513027,0.32493071,0.1135,   2/  3,4.38389754
10,9,5,0.325057,0.32522513,0.32493071,0.1028,   3/  3,4.39152956
